Table DR2. Nominally interseismic GPS velocity field used to constrain the block model.
Columns give: station name, longitude, latitude, east velocity, north velocity, east
uncertainty, north uncertainty!
!
Station Lon. Lat. V_e V_n S_e S_n!
0817_GPS 242.758 34.537 -14.413 14.774 1.000 1.050!
ITER_GPS 242.770 34.630 -12.928 14.004 1.120 1.170!
SUNH_GPS 242.703 34.749 -15.284 13.086 1.720 1.720!
0805_GPS 242.471 35.007 -8.908 13.775 1.960 1.480!
HODG_GPS 242.830 34.834 -11.715 13.762 1.590 1.730!
SOAP_GPS 243.019 34.904 -10.521 11.544 0.890 0.910!
0809_GPS 244.673 34.806 -1.434 0.632 1.550 1.260!
0803_GPS 243.585 35.072 -6.181 2.063 1.090 1.140!
NEED_GPS 245.396 34.807 -2.714 1.286 1.110 0.980!
0806_GPS 242.386 35.366 -7.998 11.529 1.350 1.150!
PAOS_GPS 242.294 35.513 -9.085 11.262 1.380 1.360!
MOJ1_GPS 243.109 35.332 -5.007 7.375 0.395 0.396!
MOJM_GPS 243.112 35.331 -5.007 7.375 0.395 0.396!
INYO_GPS 242.188 35.647 -9.495 11.416 0.930 0.940!
0801_GPS 244.577 35.541 -1.892 1.626 1.220 1.530!
0915_GPS 243.700 35.867 -3.537 2.558 1.050 1.090!
0914_GPS 242.671 35.978 -6.277 5.778 0.940 0.920!
0912_GPS 243.584 36.304 -2.603 2.023 0.930 1.030!
0607_GPS 239.646 36.501 -7.627 10.478 1.240 1.050!
0605_GPS 240.882 36.738 -9.374 11.598 1.100 1.030!
INDE_GPS 241.815 36.781 -6.608 8.591 1.220 1.010!
MN71_GPS 243.851 36.994 -1.687 0.453 1.040 1.030!
RICM_GPS 279.616 25.614 -0.335 0.412 0.342 0.335!
MDO1_GPS 255.985 30.680 -0.980 0.153 0.402 0.401!
PIE1_GPS 251.881 34.301 -0.892 -0.221 0.405 0.405!
H217_GPS 237.058 40.652 -4.948 6.067 1.040 0.810!
0221_GPS 237.064 40.370 -6.406 4.830 0.870 0.760!
0108_GPS 236.507 40.815 -3.816 7.714 1.000 0.820!
01NE_GPS 236.325 40.439 -6.259 13.021 0.990 0.620!
01QF_GPS 236.675 40.815 -4.377 6.038 1.050 0.900!
01RE_GPS 236.377 40.944 -2.752 8.703 0.690 0.660!
01PA_GPS 235.744 40.589 0.515 21.995 0.890 0.850!
1468_GPS 235.844 40.448 -5.210 24.761 1.810 0.950!
01XD_GPS 236.156 41.874 1.971 8.923 1.120 1.020!
BEAR_GPS 235.706 40.498 -3.857 27.120 0.400 0.360!
COOS_GPS 235.734 40.257 -18.984 30.838 0.520 0.440!
CVR3_GPS 236.752 39.771 -13.257 9.834 1.110 0.890!
CW07_GPS 235.905 41.192 4.018 13.181 0.930 0.930!
GORD_GPS 236.063 41.986 0.338 7.954 0.770 0.610!
GRSH_GPS 236.022 40.306 -10.275 20.077 0.460 0.390!
HORS_GPS 236.267 40.875 -0.903 8.744 0.690 0.600!
H111_GPS 235.967 41.522 2.999 10.611 1.450 1.320!
HP12_GPS 236.211 41.993 2.158 8.529 1.650 1.460!
HP14_GPS 236.799 39.795 -9.893 7.393 0.790 0.630!
HP15_GPS 236.165 39.777 -23.242 24.349 0.630 0.530!
HP16_GPS 236.477 40.460 -6.674 7.036 0.710 0.580!
HP19_GPS 235.883 40.975 4.040 14.577 0.500 0.460!
HP21_GPS 236.807 41.842 0.291 6.468 0.720 0.600!
KNEE_GPS 236.025 40.727 -0.297 14.929 0.560 0.480!
KNGP_GPS 235.876 40.157 -35.502 46.832 0.970 0.960!
L229_GPS 235.623 40.452 -6.902 32.104 1.400 1.110!
LASS_GPS 236.446 40.334 -8.982 8.507 0.560 0.490!
P229_GPS 235.628 40.392 -7.750 28.597 0.880 0.720!
POIR_GPS 236.969 39.729 -7.697 6.354 0.800 0.640!
SIS3_GPS 235.798 40.715 4.230 19.251 0.770 0.670!
TAB3_GPS 235.806 40.630 0.066 19.356 1.230 1.080!
BARN_GPS 288.840 44.099 0.484 0.154 0.900 0.800!
USNO_GPS 282.934 38.919 -0.460 0.237 0.500 0.500!
AMC2_GPS 255.475 38.803 -1.536 -0.189 0.600 0.500!
PKDB_GPS 239.458 35.945 -23.488 30.760 0.500 0.500!
JAST_GPS 239.279 38.340 -11.357 7.015 0.600 0.600!
05UH_GPS 239.004 36.410 -10.644 13.498 1.000 0.700!
ONIE_GPS 238.940 37.080 -11.897 7.916 0.500 0.500!
H104_GPS 238.822 37.464 -11.326 7.652 0.500 0.500!
05WG_GPS 238.816 36.571 -29.534 34.854 0.900 0.900!
OSI2_GPS 238.799 36.294 -27.701 35.660 1.100 0.900!
05WF_GPS 238.730 36.696 -17.318 19.780 0.900 0.900!
PACH_GPS 238.712 37.008 -14.048 12.685 0.600 0.600!
TURK_GPS 238.701 36.900 -11.875 9.589 0.600 0.600!
0512_GPS 238.677 36.420 -26.289 36.596 0.800 0.700!
05YF_GPS 238.675 36.793 -12.203 12.496 0.600 0.600!
OSR1_GPS 238.625 37.508 -13.046 8.312 0.500 0.600!
05VE_GPS 238.571 36.493 -29.288 34.828 0.700 0.600!
RAIL_BVU 238.538 36.909 -17.296 20.538 0.700 0.700!
MOCH_GPS 238.444 37.477 -13.980 9.166 0.500 0.500!
MEDA_GPS 238.434 37.755 -12.518 8.169 0.700 0.800!
77RT_GPS 238.432 36.873 -24.621 27.570 0.600 0.600!
GAMB_GPS 238.423 36.055 -25.412 33.273 1.800 1.800!
PGN4_GPS 238.415 36.887 -23.120 28.375 0.600 0.600!
GILR_GPS 238.384 36.980 -20.103 22.584 0.500 0.500!
TORO_GPS 238.372 36.540 -26.406 32.588 1.800 1.800!
BORO_GPS 238.341 36.722 -30.169 34.697 1.600 0.800!
SALI_GPS 238.334 36.698 -28.375 33.499 1.400 0.800!
05YC_GPS 238.332 36.791 -28.955 33.099 0.600 0.500!
04AL_GPS 238.327 36.914 -26.527 31.601 0.700 0.600!
B112_GPS 238.325 37.694 -10.850 8.502 1.000 1.100!
USG7_GPS 238.297 37.622 -12.169 11.410 0.800 0.900!
PERR_GPS 238.294 37.184 -19.370 21.111 1.500 1.600!
METC_GPS 238.286 37.229 -20.961 21.613 0.600 0.500!
MINN_GPS 238.278 37.954 -14.098 6.016 1.200 1.300!
COY__GPS 238.262 37.219 -21.367 21.921 0.500 0.500!
0513_GPS 238.250 36.763 -28.173 33.425 0.600 0.500!
05ZB_GPS 238.229 36.846 -28.557 32.430 0.700 0.600!
FORD_GPS 238.228 36.589 -26.816 37.331 1.200 1.100!
CAAA_GPS 238.217 37.186 -22.082 22.634 0.500 0.500!
MAZZ_GPS 238.212 37.137 -22.293 24.536 0.500 0.600!
JOBE_GPS 238.208 37.922 -11.915 9.237 0.700 0.700!
MULL_GPS 238.201 36.749 -31.883 35.539 0.700 0.700!
NDDD_GPS 238.191 37.069 -22.612 28.241 0.500 0.500!
SARE_GPS 238.190 37.594 -13.493 11.842 0.600 0.600!
FEIF_GPS 238.186 36.235 -27.805 36.243 1.800 1.700!
CORR_GPS 238.167 37.012 -25.229 31.449 0.500 0.500!
LP4__GPS 238.161 37.050 -25.121 29.551 0.700 0.700!
LOMA_GPS 238.156 37.111 -21.707 26.352 0.600 0.600!
MOLR_GPS 238.149 36.288 -27.798 34.755 1.700 1.700!
SHER_GPS 238.130 37.541 -14.414 18.160 0.600 0.600!
ALLI_GPS 238.129 37.499 -15.423 16.560 0.600 0.600!
LEON_GPS 238.126 36.946 -27.950 32.961 0.600 0.600!
MILS_GPS 238.112 37.540 -15.817 16.965 0.600 0.600!
LP2__GPS 238.091 37.104 -24.219 28.672 0.600 0.600!
1582_GPS 238.081 37.507 -16.329 16.874 1.000 1.100!
PORT_GPS 238.080 37.004 -26.244 32.674 0.500 0.500!
GREG_GPS 238.076 36.982 -28.749 32.476 0.500 0.500!
SOBR_GPS 238.071 36.449 -29.472 36.677 1.800 1.700!
CAIS_GPS 238.065 37.513 -16.630 17.679 1.000 0.800!
FIRE_GPS 238.062 37.047 -26.537 31.380 0.600 0.600!
SUNS_GPS 238.060 37.643 -16.601 16.481 0.600 0.600!
BURD_GPS 238.053 37.110 -25.423 28.183 0.500 0.400!
3814_GPS 238.048 37.806 -13.866 12.785 1.000 1.000!
WINE_1PS 238.048 37.532 -14.528 16.485 1.400 1.400!
BRUC_GPS 238.039 37.073 -25.034 31.987 0.500 0.500!
VASO_GPS 238.034 37.247 -20.895 24.689 0.800 0.800!
ODAM_GPS 238.027 37.180 -22.312 26.290 1.100 1.100!
Z137_GPS 238.026 37.480 -19.843 23.090 0.600 0.700!
SNJO_GPS 238.023 37.206 -21.606 26.391 0.500 0.500!
TRAL_GPS 238.006 37.059 -26.242 33.497 0.500 0.500!
CAML_GPS 238.005 38.417 -8.135 9.097 0.600 0.600!
WED2_GPS 238.005 37.738 -14.988 16.397 0.600 0.600!
BRIG_BVU 238.004 37.185 -22.214 27.597 0.400 0.400!
AWIS_GPS 237.998 37.593 -16.122 16.099 1.200 1.100!
GARS_GPS 237.989 37.645 -17.511 17.202 0.600 0.600!
ELSE_GPS 237.977 37.217 -22.210 27.705 0.500 0.500!
BEND_GPS 237.965 37.426 -21.564 23.309 1.000 1.000!
CLIF_GPS 237.948 36.950 -29.576 33.914 0.500 0.500!
CRO3_GPS 237.948 36.993 -26.366 33.914 1.200 1.200!
SCAZ_GPS 237.944 36.978 -29.770 33.115 1.200 1.200!
LOMP_GPS 237.941 37.099 -23.643 33.716 1.100 1.200!
ROC2_GPS 237.939 37.815 -15.581 15.317 0.500 0.500!
CAS2_GPS 237.931 37.732 -16.301 16.620 0.600 0.600!
RDHL_GPS 237.905 37.551 -21.046 22.627 0.500 0.600!
COYS_GPS 237.903 37.563 -21.043 22.627 0.500 0.600!
VAC3_GPS 237.897 38.398 -11.357 8.329 0.500 0.500!
GORR_GPS 237.885 38.331 -11.974 9.233 0.700 0.700!
FTHL_GPS 237.877 37.363 -22.193 26.236 0.800 0.900!
HILL_GPS 237.872 37.937 -14.064 15.837 0.600 0.600!
BM1R_GPS 237.847 37.290 -23.714 29.444 0.700 0.700!
PAWT_GPS 237.833 37.324 -23.908 29.148 0.600 0.600!
GAME_GPS 237.825 38.351 -12.679 10.951 0.500 0.500!
SLBB_GPS 237.816 37.691 -18.928 22.753 0.700 0.700!
EAUN_GPS 237.805 37.147 -28.153 33.856 0.500 0.500!
MADI_GPS 237.797 38.313 -13.791 13.959 0.500 0.500!
TRUE_GPS 237.784 37.312 -24.918 30.963 0.600 0.700!
BAPK_GPS 237.778 37.884 -16.190 18.065 0.500 0.600!
CROC_GPS 237.771 38.043 -15.755 16.167 1.100 1.100!
04GG_GPS 237.753 37.879 -16.595 17.272 0.800 0.800!
STAD_GPS 237.749 37.870 -18.198 22.873 0.900 0.900!
STAC_GPS 237.748 37.871 -17.898 22.273 0.900 0.900!
0410_GPS 237.745 38.030 -16.563 17.574 1.000 1.200!
HAGG_GPS 237.741 38.324 -13.097 15.075 0.500 0.500!
UCBK_GPS 237.735 37.872 -19.300 22.777 0.500 0.600!
FLES_GPS 237.726 37.900 -18.394 18.980 1.900 1.300!
HAUL_GPS 237.716 37.274 -24.937 33.883 0.900 1.000!
MA_A_GPS 237.695 37.937 -19.691 22.989 1.000 0.800!
DEAL_GPS 237.662 38.258 -14.325 16.699 0.700 0.800!
RMD1_GPS 237.660 37.934 -19.398 23.100 1.400 1.700!
SPA1_GPS 237.644 37.990 -15.887 18.804 0.900 0.900!
HALM_GPS 237.641 37.228 -29.659 34.405 0.600 0.700!
HENN_GPS 237.638 38.283 -14.022 18.606 1.700 1.900!
NAVY_GPS 237.634 37.810 -20.629 25.007 0.500 0.600!
PEEE_GPS 237.618 37.592 -21.880 28.812 0.700 0.700!
PIGE_GPS 237.605 37.183 -28.575 35.616 0.600 0.600!
HIL4_GPS 237.598 37.942 -20.405 24.417 1.100 1.100!
SNPR_GPS 237.584 37.959 -20.103 23.022 0.800 0.900!
PRSD_GPS 237.545 37.805 -22.544 26.333 0.800 0.800!
AIRR_GPS 237.544 38.223 -16.351 18.833 0.500 0.500!
PALO_GPS 237.544 37.527 -26.207 31.833 0.600 0.600!
SWEE_GPS 237.542 37.609 -24.888 30.834 0.600 0.600!
WHAL_GPS 237.496 37.509 -26.518 33.248 0.700 0.700!
ADOO_GPS 237.473 38.236 -17.059 21.855 0.500 0.500!
COR__GPS 237.405 38.186 -19.181 23.675 0.500 0.500!
T3R2_GPS 237.401 37.923 -22.740 26.376 0.600 0.600!
NICC_GPS 237.263 38.093 -21.224 28.116 0.500 0.500!
1395_GPS 237.187 38.087 -23.837 29.339 0.600 0.600!
PRH2_GPS 237.131 38.080 -24.647 32.256 0.500 0.500!
PRNC_GPS 237.063 38.104 -28.053 33.576 1.600 1.500!
THTI_GPS 210.394 -17.577 -66.958 47.557 0.700 0.600!
